video_key,video_id,title,file_path,risk,scene,subject,risk_type,description,avg_score,keep
generated_videos/家中卫生间/中年人/中毒误食/洗手台下方清洁剂瓶盖未拧紧，液体渗漏/veo3.1-fast/abnormal/R000231_abnormal.mp4,R000231_abnormal,家中卫生间/中毒误食/洗手台下方清洁剂瓶盖未拧紧，液体渗漏,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台下方清洁剂瓶盖未拧紧，液体渗漏/veo3.1-fast/abnormal/R000231_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video content matches the prompt closely, showing a man cleaning under the sink and accidentally spilling blue liquid cleaner on himself and the floor, which aligns with the abnormal sign and result described in the prompt.",0,
generated_videos/家中卫生间/中年人/中毒误食/洗手台下方清洁剂瓶盖未拧紧，液体渗漏/veo3.1-fast/normal/R000231_normal.mp4,R000231_normal,家中卫生间/中毒误食/洗手台下方清洁剂瓶盖未拧紧，液体渗漏,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台下方清洁剂瓶盖未拧紧，液体渗漏/veo3.1-fast/normal/R000231_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/grok-imagine-video/abnormal/R000235_abnormal.mp4,R000235_abnormal,家中卫生间/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/grok-imagine-video/abnormal/R000235_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video content matches the prompt in terms of scene and subject, but the event type is slightly incomplete as it does not show the man spitting into the sink or the blue foam residue clearly. The semantic score is high due to the clear depiction of the man's reaction to the blue foam on his hand.",0,
generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/grok-imagine-video/normal/R000235_normal.mp4,R000235_normal,家中卫生间/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/grok-imagine-video/normal/R000235_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/normal/R000235_normal.mp4,R000235_normal,家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/normal/R000235_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/sora-2-chan1/abnormal/R000235_abnormal.mp4,R000235_abnormal,家中卫生间/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/sora-2-chan1/abnormal/R000235_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video content matches the prompt in terms of scene and subject, but the event type is slightly incomplete as it does not show the man spitting into the sink or the close-up of his palm with the blue foam. However, the overall semantic consistency is good, and the video does not show any direct harm or dangerous consequence.",0,
generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/sora-2-chan1/normal/R000235_normal.mp4,R000235_normal,家中卫生间/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/sora-2-chan1/normal/R000235_normal.mp4,No,家中卫生间,中年人,中毒误食,一个中年男子在洗手池前，打开水龙头，用肥皂和水洗手。,86.46,
generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/veo3.1-fast/abnormal/R000235_abnormal.mp4,R000235_abnormal,家中卫生间/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/veo3.1-fast/abnormal/R000235_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video content matches the prompt in terms of scene and subject, but the event type is slightly incomplete as it does not show the man spitting into the sink or the full sequence of him noticing the blue foam on his hand. The semantic score is considered generally consistent with the prompt's description.",0,
generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/veo3.1-fast/normal/R000235_normal.mp4,R000235_normal,家中卫生间/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/洗手台边缘有未洗净的清洁剂泡沫痕迹/veo3.1-fast/normal/R000235_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/grok-imagine-video/abnormal/R000234_abnormal.mp4,R000234_abnormal,家中卫生间/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/grok-imagine-video/abnormal/R000234_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video content matches the prompt in terms of scene and subject, but the event type is slightly incomplete as it does not show the coughing and eye irritation clearly. The semantic score is considered generally consistent with the prompt.",0,
generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/grok-imagine-video/normal/R000234_normal.mp4,R000234_normal,家中卫生间/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/grok-imagine-video/normal/R000234_normal.mp4,No,家中卫生间,中年人,中毒误食,一个穿着蓝色长袍的女性在浴室里，她将一条白色毛巾从门上取下，然后用它来洗脸。,86.07,
generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/normal/R000234_normal.mp4,R000234_normal,家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/normal/R000234_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/sora-2-chan1/abnormal/R000234_abnormal.mp4,R000234_abnormal,家中卫生间/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/sora-2-chan1/abnormal/R000234_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video content matches the prompt in terms of scene and subject, but the event type is slightly incomplete as it does not show the full sequence of events described in the prompt. The semantic score is considered generally consistent, but there are some ambiguities in the risk source and event type.",0,
generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/veo3.1-fast/abnormal/R000234_abnormal.mp4,R000234_abnormal,家中卫生间/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/veo3.1-fast/abnormal/R000234_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video content matches the prompt in terms of scene and subject, but the event type is slightly incomplete as it does not show the coughing and eye irritation clearly. The semantic score is considered generally consistent with the prompt.",0,
generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/veo3.1-fast/normal/R000234_normal.mp4,R000234_normal,家中卫生间/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/浴室门后挂着的毛巾沾有清洁剂残留气味/veo3.1-fast/normal/R000234_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/grok-imagine-video/abnormal/R000233_abnormal.mp4,R000233_abnormal,家中卫生间/中毒误食/电热设备旁放置的液体清洁剂瓶身发热,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/grok-imagine-video/abnormal/R000233_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video content matches the prompt closely, showing a man in a bathroom with a space heater and a bottle of drain cleaner that reacts to the heat, causing it to rupture and release harmful fumes.",0,
generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/grok-imagine-video/normal/R000233_normal.mp4,R000233_normal,家中卫生间/中毒误食/电热设备旁放置的液体清洁剂瓶身发热,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/grok-imagine-video/normal/R000233_normal.mp4,No,家中卫生间,中年人,中毒误食,一个中年男子在使用电动牙刷刷牙后，将电动牙刷和水杯放在水槽上，然后用清水漱口并用纸巾擦干嘴角。,86.07,
generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/normal/R000233_normal.mp4,R000233_normal,家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/normal/R000233_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/veo3.1-fast/abnormal/R000233_abnormal.mp4,R000233_abnormal,家中卫生间/中毒误食/电热设备旁放置的液体清洁剂瓶身发热,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/veo3.1-fast/abnormal/R000233_abnormal.mp4,Yes,家中卫生间,中年人,中毒误食,"The video closely matches the original prompt, showing a man in a bathroom with a space heater and a bottle of drain cleaner that reacts to the heat, causing it to rupture and release toxic fumes. The scene is consistent with the expected abnormal behavior and outcome, although the exact moment of the rupture is not explicitly shown.",0,
generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/veo3.1-fast/normal/R000233_normal.mp4,R000233_normal,家中卫生间/中毒误食/电热设备旁放置的液体清洁剂瓶身发热,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/中毒误食/电热设备旁放置的液体清洁剂瓶身发热/veo3.1-fast/normal/R000233_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/外部威胁/一只浣熊从半开的卫生间通风口钻了进来/normal/R000931_normal.mp4,R000931_normal,家中卫生间/中年人/外部威胁/一只浣熊从半开的卫生间通风口钻了进来,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一只浣熊从半开的卫生间通风口钻了进来/normal/R000931_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/外部威胁/一只浣熊从半开的卫生间通风口钻了进来/veo3.1-fast/abnormal/R000931_abnormal.mp4,R000931_abnormal,家中卫生间/外部威胁/一只浣熊从半开的卫生间通风口钻了进来,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一只浣熊从半开的卫生间通风口钻了进来/veo3.1-fast/abnormal/R000931_abnormal.mp4,Yes,家中卫生间,中年人,外部威胁,"The video content matches the prompt in terms of scene, subject, risk source, and event type. However, the semantic score is slightly lower than ideal, indicating some minor inconsistencies or deviations from the expected outcome.",0,
generated_videos/家中卫生间/中年人/外部威胁/一只浣熊从半开的卫生间通风口钻了进来/veo3.1-fast/normal/R000931_normal.mp4,R000931_normal,家中卫生间/外部威胁/一只浣熊从半开的卫生间通风口钻了进来,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一只浣熊从半开的卫生间通风口钻了进来/veo3.1-fast/normal/R000931_normal.mp4,No,家中卫生间,中年人,外部威胁,一个成年男子在酒店的浴室里整理自己的领带，然后用肥皂和水洗手。,86.29,
generated_videos/家中卫生间/中年人/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入/normal/R000935_normal.mp4,R000935_normal,家中卫生间/中年人/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入/normal/R000935_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入/veo3.1-fast/abnormal/R000935_abnormal.mp4,R000935_abnormal,家中卫生间/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入/veo3.1-fast/abnormal/R000935_abnormal.mp4,Yes,家中卫生间,中年人,外部威胁,"The video roughly matches the prompt, showing an abnormal situation with a raccoon entering a bathroom and startling a man, leading to an abnormal result where the man falls. However, the event type match is not perfect as the man does not appear to be in an abnormal state immediately after falling.",0,
generated_videos/家中卫生间/中年人/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入/veo3.1-fast/normal/R000935_normal.mp4,R000935_normal,家中卫生间/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一只浣熊用爪子扒开卫生间未锁的窗户纱网试图爬入/veo3.1-fast/normal/R000935_normal.mp4,No,家中卫生间,中年人,外部威胁,一个成年男性在洗手池前用肥皂和水洗手，然后用毛巾擦干手。,86.5,
generated_videos/家中卫生间/中年人/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动/normal/R000933_normal.mp4,R000933_normal,家中卫生间/中年人/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动/normal/R000933_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动/veo3.1-fast/abnormal/R000933_abnormal.mp4,R000933_abnormal,家中卫生间/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动/veo3.1-fast/abnormal/R000933_abnormal.mp4,Yes,家中卫生间,中年人,外部威胁,"The video content roughly matches the prompt, showing a man in a bathroom with a snake on the floor, which leads to an abnormal result where the man falls. However, the event type match is not clear as the man's reaction and the outcome are not fully depicted.",0,
generated_videos/家中卫生间/中年人/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动/veo3.1-fast/normal/R000933_normal.mp4,R000933_normal,家中卫生间/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/一条蛇从地漏排水口探出头在浴室地板上游动/veo3.1-fast/normal/R000933_normal.mp4,No,家中卫生间,中年人,外部威胁,一个黑人男子在洗手池前用肥皂和水洗手，然后用毛巾擦干手并把毛巾放在一边。,85.32,
generated_videos/家中卫生间/中年人/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘/normal/R000934_normal.mp4,R000934_normal,家中卫生间/中年人/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘/normal/R000934_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘/veo3.1-fast/abnormal/R000934_abnormal.mp4,R000934_abnormal,家中卫生间/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘/veo3.1-fast/abnormal/R000934_abnormal.mp4,Yes,家中卫生间,中年人,外部威胁,"The video content matches the prompt closely, with the woman investigating the broken window and slipping on ice, which aligns with the abnormal result described. However, the semantic score is slightly below the threshold for a strong match, so it's considered weak acceptance.",0,
generated_videos/家中卫生间/中年人/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘/veo3.1-fast/normal/R000934_normal.mp4,R000934_normal,家中卫生间/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/冰雹砸裂卫生间外窗玻璃，碎冰堆在窗台边缘/veo3.1-fast/normal/R000934_normal.mp4,No,家中卫生间,中年人,外部威胁,一个年轻女子在洗手池前，用肥皂和水洗手，然后用毛巾擦干手。,84.68,
generated_videos/家中卫生间/中年人/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声/normal/R000932_normal.mp4,R000932_normal,家中卫生间/中年人/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声/normal/R000932_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声/veo3.1-fast/abnormal/R000932_abnormal.mp4,R000932_abnormal,家中卫生间/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声/veo3.1-fast/abnormal/R000932_abnormal.mp4,No,家中卫生间,中年人,外部威胁,"The video does not clearly match the original prompt as it does not show a middle-aged woman standing in a bathroom, nor does it depict the specific event of her stumbling backward and falling due to arguing and banging sounds. However, the video does show an abnormal state where the subject is lying on the floor, which aligns with the abnormal result part of the prompt.",0,
generated_videos/家中卫生间/中年人/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声/veo3.1-fast/normal/R000932_normal.mp4,R000932_normal,家中卫生间/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/外部威胁/邻居的争吵声突然从卫生间墙外传来并伴有砸击声/veo3.1-fast/normal/R000932_normal.mp4,No,家中卫生间,中年人,外部威胁,一个女人在水槽前用肥皂和水洗手。,85.0,
generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/grok-imagine-video/abnormal/R000221_abnormal.mp4,R000221_abnormal,家中卫生间/用电安全/吹风机插头插在潮湿插座上,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/grok-imagine-video/abnormal/R000221_abnormal.mp4,Yes,家中卫生间,中年人,用电安全,"The video content matches the prompt closely, showing a man in a bathroom with a hair dryer, plugging it into a wet outlet, and experiencing an electrical arc and subsequent damage to the outlet. The event type matches as it shows an abnormal result from the action performed.",0,
generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/grok-imagine-video/normal/R000221_normal.mp4,R000221_normal,家中卫生间/用电安全/吹风机插头插在潮湿插座上,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/grok-imagine-video/normal/R000221_normal.mp4,No,家中卫生间,中年人,用电安全,,74.34,
generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/normal/R000221_normal.mp4,R000221_normal,家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/normal/R000221_normal.mp4,,,,,,0,
generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/sora-2-chan1/abnormal/R000221_abnormal.mp4,R000221_abnormal,家中卫生间/用电安全/吹风机插头插在潮湿插座上,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/sora-2-chan1/abnormal/R000221_abnormal.mp4,Yes,家中卫生间,中年人,用电安全,"The video content matches the prompt closely, showing a man in a bathroom with a hair dryer, and an abnormal event where he plugs it into a wet outlet causing an electrical arc. The scene, subject, risk source, and event type all match the description provided, but the semantic score is slightly lower due to the lack of explicit mention of the outcome (flickering lights and ozone smell).",0,
generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/veo3.1-fast/abnormal/R000221_abnormal.mp4,R000221_abnormal,家中卫生间/用电安全/吹风机插头插在潮湿插座上,/data_4/liuyuan/lifebench/data/generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/veo3.1-fast/abnormal/R000221_abnormal.mp4,Yes,家中卫生间,中年人,用电安全,"The video content matches the prompt closely, showing a man using a hair dryer in a bathroom with a visibly wet outlet, leading to an electrical arc and subsequent damage to the outlet. The event type matches as it depicts an abnormal result from normal behavior.",0,
generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/veo3.1-fast/normal/R000221_normal.mp4,R000221_normal,家中卫生间/用电安全/吹风机插头插在潮湿插座上,/home/caiqingyuan/code/lifebench/data/generated_videos/家中卫生间/中年人/用电安全/吹风机插头插在潮湿插座上/veo3.1-fast/normal/R000221_normal.mp4,,,,,,0,
